Country_From,Country_to,Distance,Gravity,Flow(log),Flow(Fij + Fji),Offset,Offset (abs),GDP A,GDP B,GDP Diff,GDP Diff(abs),Latitude_from,Longitude_from,Latitude_to,Longitude_to,pop_from,pop_to
LU,BF,4250,601818.5932,0,1,1.820956731,1.820956731,102831.3215,649.7304837,102181.591,102181.591,49.815273,6.129583,12.238333,-1.561593,582972,18646433
LU,TZ,6980,664958.3575,0.693147181,2,1.85285469,1.85285469,102831.3215,879.193814,101952.1277,101952.1277,49.815273,6.129583,-6.369028,34.888822,582972,55572201
LU,GH,4999,658012.4841,1.791759469,6,2.07204138,2.07204138,102831.3215,1513.461034,101317.8605,101317.8605,49.815273,6.129583,7.946527,-1.023194,582972,28206728
LU,JO,3229,528700.8101,0.693147181,2,2.082156412,2.082156412,102831.3215,4087.937517,98743.38398,98743.38398,49.815273,6.129583,30.585164,36.238414,582972,9455802
LU,SN,4509,441911.546,0,1,2.129803051,2.129803051,102831.3215,958.0737379,101873.2478,101873.2478,49.815273,6.129583,14.497401,-14.452362,582972,15411614
LU,CM,5210,503401.877,1.609437912,5,2.305243701,2.305243701,102831.3215,1032.648722,101798.6728,101798.6728,49.815273,6.129583,7.369722,12.354722,582972,23439189
LU,AZ,3546,452606.9585,1.098612289,3,2.314574859,2.314574859,102831.3215,3876.936433,98954.38507,98954.38507,49.815273,6.129583,40.143105,47.576927,582972,9762274
LU,MM,8645,412526.6794,0.693147181,2,2.330278227,2.330278227,102831.3215,1275.017608,101556.3039,101556.3039,49.815273,6.129583,21.913965,95.956223,582972,52885223
LU,ML,4384,545826.3811,2.197224577,9,2.3359842,2.3359842,102831.3215,780.5071109,102050.8144,102050.8144,49.815273,6.129583,17.570692,-3.996166,582972,17994837
LU,UG,6066,657302.0962,3.33220451,28,2.365735785,2.365735785,102831.3215,615.3088032,102216.0127,102216.0127,49.815273,6.129583,1.373333,32.290275,582972,41487965
LU,VN,9831,559161.4103,2.48490665,12,2.366493422,2.366493422,102831.3215,2185.690282,100645.6312,100645.6312,49.815273,6.129583,14.058324,108.277199,582972,92701100
LU,NP,6989,345905.5423,0.693147181,2,2.506413369,2.506413369,102831.3215,729.5325011,102101.789,102101.789,49.815273,6.129583,28.394857,84.124008,582972,28982771
LU,KE,6355,699542.3946,4.532599493,93,2.531473351,2.531473351,102831.3215,1455.359765,101375.9617,101375.9617,49.815273,6.129583,-0.023559,37.906193,582972,48461567
LU,LB,3034,380408.4643,2.079441542,8,2.674666162,2.674666162,102831.3215,7914.004677,94917.31682,94917.31682,49.815273,6.129583,33.854721,35.862285,582972,6006668
LU,PH,10497,546641.5416,4.828313737,125,2.834278685,2.834278685,102831.3215,2951.071929,99880.24957,99880.24957,49.815273,6.129583,12.879721,121.774017,582972,103320222
LU,CO,8912,357117.1485,3.688879454,40,3.04356759,3.04356759,102831.3215,5805.605335,97025.71617,97025.71617,49.815273,6.129583,4.570868,-74.297333,582972,48653419
LU,MZ,8820,216046.5197,1.386294361,4,3.108751672,3.108751672,102831.3215,382.0693304,102449.2522,102449.2522,49.815273,6.129583,-18.665695,35.529562,582972,28829476
LU,MW,7483,188353.0177,0.693147181,2,3.114261152,3.114261152,102831.3215,300.7948251,102530.5267,102530.5267,49.815273,6.129583,-13.254308,34.301525,582972,18091575
LU,BI,6272,155962.8866,0,1,3.171294718,3.171294718,102831.3215,285.7274421,102545.5941,102545.5941,49.815273,6.129583,-3.373056,29.918886,582972,10524117
LU,GE,3186,213607.926,1.945910149,7,3.226404662,3.226404662,102831.3215,3853.649904,98977.6716,98977.6716,49.815273,6.129583,42.315407,43.356892,582972,3719300
LU,RW,6097,186896.3235,1.386294361,4,3.253691382,3.253691382,102831.3215,702.8356016,102128.4859,102128.4859,49.815273,6.129583,-1.940278,29.873888,582972,11917508
LU,MG,8569,197647.6742,1.945910149,7,3.304060852,3.304060852,102831.3215,401.3188701,102430.0026,102430.0026,49.815273,6.129583,-18.766947,46.869107,582972,24894551
LU,ZW,7817,154081.2289,1.386294361,4,3.446765502,3.446765502,102831.3215,1008.597331,101822.7242,101822.7242,49.815273,6.129583,-19.015438,29.154857,582972,16150362
LU,TJ,5028,201426.9753,3.044522438,21,3.49380614,3.49380614,102831.3215,795.8438644,102035.4776,102035.4776,49.815273,6.129583,38.861034,71.276093,582972,8734951
LU,DO,7460,111550.1978,0,1,3.506438097,3.506438097,102831.3215,6722.223536,96109.09796,96109.09796,49.815273,6.129583,18.735693,-70.162651,582972,10648791
LU,SL,4975,174208.5978,2.397895273,11,3.516149993,3.516149993,102831.3215,496.0494634,102335.272,102335.272,49.815273,6.129583,8.460555,-11.779889,582972,7396190
LU,TG,4882,186050.0631,2.772588722,16,3.521562267,3.521562267,102831.3215,578.4616936,102252.8598,102252.8598,49.815273,6.129583,8.619543,0.824782,582972,7606374
LU,AM,3166,170107.8772,2.890371758,18,3.633518652,3.633518652,102831.3215,3606.152057,99225.16944,99225.16944,49.815273,6.129583,40.069099,45.038189,582972,2924816
LU,GT,9231,113448.6646,1.098612289,3,3.698248526,3.698248526,102831.3215,4146.744129,98684.57737,98684.57737,49.815273,6.129583,15.783471,-90.230759,582972,16582469
LU,KG,5177,132308.5055,2.302585093,10,3.773162471,3.773162471,102831.3215,1077.036174,101754.2853,101754.2853,49.815273,6.129583,41.20438,74.766098,582972,6082700
LU,PE,10535,166896.9142,3.688879454,40,3.804255123,3.804255123,102831.3215,6045.650077,96785.67142,96785.67142,49.815273,6.129583,-9.189967,-75.015152,582972,31773839
LU,HT,7613,109108.6166,1.609437912,5,3.834288644,3.834288644,102831.3215,739.5954363,102091.7261,102091.7261,49.815273,6.129583,18.971187,-72.285215,582972,10847334
LU,LR,5111,102966.7165,1.609437912,5,3.892226717,3.892226717,102831.3215,455.3707414,102375.9508,102375.9508,49.815273,6.129583,6.428055,-9.429499,582972,4613823
LU,CL,11894,73804.26312,0,1,3.919496295,3.919496295,102831.3215,13792.92605,89038.39545,89038.39545,49.815273,6.129583,-35.675147,-71.542969,582972,17909754
LU,EC,9616,103301.5969,2.772588722,16,4.109925226,4.109925226,102831.3215,5968.984138,96862.33736,96862.33736,49.815273,6.129583,-1.831239,-78.183406,582972,16385068
LU,KH,9677,98126.82158,3.465735903,32,4.292983638,4.292983638,102831.3215,1269.907238,101561.4143,101561.4143,49.815273,6.129583,12.565679,104.990963,582972,15762370
LU,HN,9052,64835.61542,2.079441542,8,4.44405667,4.44405667,102831.3215,2361.15762,100470.1639,100470.1639,49.815273,6.129583,15.199999,-86.241905,582972,9112867
LU,BO,10266,60226.63264,2.48490665,12,4.594816944,4.594816944,102831.3215,3104.956089,99726.36541,99726.36541,49.815273,6.129583,-16.290154,-63.588653,582972,10887882
LU,PY,10406,36206.97413,1.609437912,5,4.937380757,4.937380757,102831.3215,4080.204644,98751.11686,98751.11686,49.815273,6.129583,-23.442503,-58.443832,582972,6725308
LU,MN,6839,37733.9273,1.945910149,7,4.959987257,4.959987257,102831.3215,3686.451698,99144.8698,99144.8698,49.815273,6.129583,46.862496,103.846656,582972,3027398
LU,CR,9179,33608.53325,1.386294361,4,4.969465425,4.969465425,102831.3215,11824.6381,91006.6834,91006.6834,49.815273,6.129583,9.748917,-83.753428,582972,4857274
LU,NI,9150,42822.84722,2.772588722,16,4.990506287,4.990506287,102831.3215,2151.382047,100679.9395,100679.9395,49.815273,6.129583,12.865416,-85.207229,582972,6149928
LU,SV,9209,43614.9469,3.761200116,43,5.159969178,5.159969178,102831.3215,4223.584579,98607.73692,98607.73692,49.815273,6.129583,13.794185,-88.89653,582972,6344722
LU,LS,8996,15875.4162,1.386294361,4,5.719473664,5.719473664,102831.3215,998.1343716,101833.1871,101833.1871,49.815273,6.129583,-29.609988,28.233608,582972,2203821
LU,WS,15791,456.1853616,3.135494216,23,9.601369592,9.601369592,102831.3215,4027.76137,98803.56013,98803.56013,49.815273,6.129583,-13.759029,-172.104629,582972,195125
LV,NG,5857,10628899.88,0,1,-1.050419184,1.050419184,14118.06391,2177.98517,11940.07874,11940.07874,56.879635,24.603189,9.081999,8.675277,1960424,185989640
LV,KE,6451,2282934.124,0,1,0.487695999,0.487695999,14118.06391,1455.359765,12662.70415,12662.70415,56.879635,24.603189,-0.023559,37.906193,1960424,48461567
LV,NP,5765,1709587.339,0,1,0.776905493,0.776905493,14118.06391,729.5325011,13388.53141,13388.53141,56.879635,24.603189,28.394857,84.124008,1960424,28982771
LV,GE,2333,1339620.371,0,1,1.020771243,1.020771243,14118.06391,3853.649904,10264.41401,10264.41401,56.879635,24.603189,42.315407,43.356892,1960424,3719300
LV,TJ,3836,1163732.831,0.693147181,2,1.293191033,1.293191033,14118.06391,795.8438644,13322.22005,13322.22005,56.879635,24.603189,38.861034,71.276093,1960424,8734951
LV,CO,10084,937988.9048,0,1,1.37717467,1.37717467,14118.06391,5805.605335,8312.458575,8312.458575,56.879635,24.603189,4.570868,-74.297333,1960424,48653419
LV,SN,5857,880739.9286,0,1,1.440150408,1.440150408,14118.06391,958.0737379,13159.99017,13159.99017,56.879635,24.603189,14.497401,-14.452362,1960424,15411614
LV,RW,6379,574156.4638,0,1,1.868010846,1.868010846,14118.06391,702.8356016,13415.22831,13415.22831,56.879635,24.603189,-1.940278,29.873888,1960424,11917508
LV,ZM,7917,518933.2432,0,1,1.969137541,1.969137541,14118.06391,1178.387905,12939.67601,12939.67601,56.879635,24.603189,-13.133897,27.849332,1960424,16591390
LV,TG,5923,425054.111,0,1,2.16869631,2.16869631,14118.06391,578.4616936,13539.60222,13539.60222,56.879635,24.603189,8.619543,0.824782,1960424,7606374
LV,ZW,8158,475734.7437,0.693147181,2,2.18771867,2.18771867,14118.06391,1008.597331,13109.46658,13109.46658,56.879635,24.603189,-19.015438,29.154857,1960424,16150362
LV,PE,11798,447510.1784,0.693147181,2,2.248879826,2.248879826,14118.06391,6045.650077,8072.413833,8072.413833,56.879635,24.603189,-9.189967,-75.015152,1960424,31773839
LV,HN,9970,179727.5797,0.693147181,2,3.16113685,3.16113685,14118.06391,2361.15762,11756.90629,11756.90629,56.879635,24.603189,15.199999,-86.241905,1960424,9112867
LV,SV,10103,121860.2045,0.693147181,2,3.549704585,3.549704585,14118.06391,4223.584579,9894.479331,9894.479331,56.879635,24.603189,13.794185,-88.89653,1960424,6344722
LV,PY,11796,94752.93286,0,1,3.669639993,3.669639993,14118.06391,4080.204644,10037.85927,10037.85927,56.879635,24.603189,-23.442503,-58.443832,1960424,6725308
LY,KE,4429,15547525.72,0,1,-1.430743996,1.430743996,5449.03,1455.359765,3993.670235,3993.670235,26.3351,17.228331,-0.023559,37.906193,6293253,48461567
LY,TZ,5052,13702698.61,0,1,-1.304435281,1.304435281,5449.03,879.193814,4569.836186,4569.836186,26.3351,17.228331,-6.369028,34.888822,6293253,55572201
LY,VN,9662,6249222.86,0,1,-0.519299602,0.519299602,5449.03,2185.690282,3263.339718,3263.339718,26.3351,17.228331,14.058324,108.277199,6293253,92701100
LY,PH,10752,5624475.259,0.693147181,2,-0.282303827,0.282303827,5449.03,2951.071929,2497.958071,2497.958071,26.3351,17.228331,12.879721,121.774017,6293253,103320222
LY,HT,8533,937550.5932,0,1,1.377642068,1.377642068,5449.03,739.5954363,4709.434564,4709.434564,26.3351,17.228331,18.971187,-72.285215,6293253,10847334
LY,WS,17022,4238.058383,0,1,6.776807555,6.776807555,5449.03,4027.76137,1421.26863,1421.26863,26.3351,17.228331,-13.759029,-172.104629,6293253,195125
MA,IN,7846,758816195.4,0,1,-5.31860207,5.31860207,2832.429777,1709.387921,1123.041856,1123.041856,31.791702,-7.09262,20.593684,78.96288,35276786,1324171354
MA,NG,3184,647189773.5,0,1,-5.159482053,5.159482053,2832.429777,2177.98517,654.444607,654.444607,31.791702,-7.09262,9.081999,8.675277,35276786,185989640
MA,ML,2340,115932503.1,0,1,-3.43985064,3.43985064,2832.429777,780.5071109,2051.922666,2051.922666,31.791702,-7.09262,17.570692,-3.996166,35276786,17994837
MA,PK,7227,130493186.7,1.945910149,7,-3.18852942,3.18852942,2832.429777,1468.192946,1364.236831,1364.236831,31.791702,-7.09262,30.375321,69.345116,35276786,193203476
MA,ID,12565,58344054.21,0,1,-2.753199943,2.753199943,2832.429777,3570.294888,-737.865111,737.865111,31.791702,-7.09262,-0.789275,113.921327,35276786,261115456
MA,CM,3842,56016616.15,0,1,-2.712490852,2.712490852,2832.429777,1032.648722,1799.781055,1799.781055,31.791702,-7.09262,7.369722,12.354722,35276786,23439189
MA,MX,9042,55031057.46,0,1,-2.694740195,2.694740195,2832.429777,8201.306253,-5368.876476,5368.876476,31.791702,-7.09262,23.634501,-102.552784,35276786,127540423
MA,UG,5511,48189267.13,0,1,-2.561978811,2.561978811,2832.429777,615.3088032,2217.120974,2217.120974,31.791702,-7.09262,1.373333,32.290275,35276786,41487965
MA,KE,5936,48517529.53,1.098612289,3,-2.360081479,2.360081479,2832.429777,1455.359765,1377.070012,1377.070012,31.791702,-7.09262,-0.023559,37.906193,35276786,48461567
MA,TG,3121,27547306.98,0,1,-2.002747269,2.002747269,2832.429777,578.4616936,2253.968083,2253.968083,31.791702,-7.09262,8.619543,0.824782,35276786,7606374
MA,VN,11455,24922047.02,0,1,-1.902595323,1.902595323,2832.429777,2185.690282,646.739495,646.739495,31.791702,-7.09262,14.058324,108.277199,35276786,92701100
MA,PH,12385,23761963.22,1.609437912,5,-1.549208885,1.549208885,2832.429777,2951.071929,-118.642152,118.642152,31.791702,-7.09262,12.879721,121.774017,35276786,103320222
MA,PE,8950,13993057.88,0.693147181,2,-1.193737512,1.193737512,2832.429777,6045.650077,-3213.2203,3213.2203,31.791702,-7.09262,-9.189967,-75.015152,35276786,31773839
MA,TJ,6668,6930399.999,0,1,-0.62276002,0.62276002,2832.429777,795.8438644,2036.585913,2036.585913,31.791702,-7.09262,38.861034,71.276093,35276786,8734951
MA,SV,8464,3124282.52,0,1,0.173952848,0.173952848,2832.429777,4223.584579,-1391.154802,1391.154802,31.791702,-7.09262,13.794185,-88.89653,35276786,6344722
MA,NI,8298,3150737.202,0.693147181,2,0.297187371,0.297187371,2832.429777,2151.382047,681.04773,681.04773,31.791702,-7.09262,12.865416,-85.207229,35276786,6149928
MA,TL,14423,215142.7998,0,1,2.849610798,2.849610798,2832.429777,2102,730.429777,730.429777,31.791702,-7.09262,-8.874217,125.727539,35276786,1268671
MC,IN,6339,1268680.118,0,1,1.075180429,1.075180429,144246.37,1709.387921,142536.9821,142536.9821,43.750298,7.412841,20.593684,78.96288,38499,1324171354
MC,PK,5682,230389.0988,0,1,2.781143177,2.781143177,144246.37,1468.192946,142778.1771,142778.1771,43.750298,7.412841,30.375321,69.345116,38499,193203476
MC,TZ,6396,52298.60885,0,1,4.263943019,4.263943019,144246.37,879.193814,143367.1762,143367.1762,43.750298,7.412841,-6.369028,34.888822,38499,55572201
MC,KE,5770,56039.63211,1.098612289,3,4.40353981,4.40353981,144246.37,1455.359765,142791.0102,142791.0102,43.750298,7.412841,-0.023559,37.906193,38499,48461567
MC,UG,5456,53656.56405,1.098612289,3,4.446995155,4.446995155,144246.37,615.3088032,143631.0612,143631.0612,43.750298,7.412841,1.373333,32.290275,38499,41487965
MC,VN,9908,36354.84863,0,1,4.627585208,4.627585208,144246.37,2185.690282,142060.6797,142060.6797,43.750298,7.412841,14.058324,108.277199,38499,92701100
MC,LB,2700,31721.63393,1.386294361,4,5.027246519,5.027246519,144246.37,7914.004677,136332.3653,136332.3653,43.750298,7.412841,33.854721,35.862285,38499,6006668
MC,PH,10720,34613.47553,2.079441542,8,5.07166867,5.07166867,144246.37,2951.071929,141295.2981,141295.2981,43.750298,7.412841,12.879721,121.774017,38499,103320222
MC,MG,7998,14982.72979,0,1,5.5140146,5.5140146,144246.37,401.3188701,143845.0511,143845.0511,43.750298,7.412841,-18.766947,46.869107,38499,24894551
MC,SL,4446,14405.17675,0,1,5.553325152,5.553325152,144246.37,496.0494634,143750.3205,143750.3205,43.750298,7.412841,8.460555,-11.779889,38499,7396190
MC,BI,5639,12741.80421,0,1,5.676024533,5.676024533,144246.37,285.7274421,143960.6426,143960.6426,43.750298,7.412841,-3.373056,29.918886,38499,10524117
MC,PE,10479,11139.85297,1.386294361,4,6.073716389,6.073716389,144246.37,6045.650077,138200.7199,138200.7199,43.750298,7.412841,-9.189967,-75.015152,38499,31773839
MC,GT,9498,7076.757479,0,1,6.264096971,6.264096971,144246.37,4146.744129,140099.6259,140099.6259,43.750298,7.412841,15.783471,-90.230759,38499,16582469
MC,CL,11622,5104.783495,0,1,6.59073475,6.59073475,144246.37,13792.92605,130453.444,130453.444,43.750298,7.412841,-35.675147,-71.542969,38499,17909754
MC,KH,9740,6396.656842,1.945910149,7,6.734771389,6.734771389,144246.37,1269.907238,142976.4628,142976.4628,43.750298,7.412841,12.565679,104.990963,38499,15762370
MC,BO,10104,4105.87931,0,1,6.808492866,6.808492866,144246.37,3104.956089,141141.4139,141141.4139,43.750298,7.412841,-16.290154,-63.588653,38499,10887882
MC,HN,9291,4064.242011,0,1,6.818685532,6.818685532,144246.37,2361.15762,141885.2124,141885.2124,43.750298,7.412841,15.199999,-86.241905,38499,9112867
MC,NI,9365,2699.627956,0,1,7.227798821,7.227798821,144246.37,2151.382047,142094.988,142094.988,43.750298,7.412841,12.865416,-85.207229,38499,6149928
MC,PY,10097,2539.667814,0,1,7.2888795,7.2888795,144246.37,4080.204644,140166.1654,140166.1654,43.750298,7.412841,-23.442503,-58.443832,38499,6725308
MD,LB,1646,7874934.019,0,1,-0.750527295,0.750527295,1900.201479,7914.004677,-6013.803198,6013.803198,47.411631,28.369885,33.854721,35.862285,3552000,6006668
MD,GE,1497,5895091.72,0.693147181,2,-0.329296264,0.329296264,1900.201479,3853.649904,-1953.448425,1953.448425,47.411631,28.369885,42.315407,43.356892,3552000,3719300
MD,TJ,3382,2712602.912,0,1,0.315248853,0.315248853,1900.201479,795.8438644,1104.357615,1104.357615,47.411631,28.369885,38.861034,71.276093,3552000,8734951
MD,MN,5654,336380.5439,0,1,2.4026697,2.4026697,1900.201479,3686.451698,-1786.250219,1786.250219,47.411631,28.369885,46.862496,103.846656,3552000,3027398
MD,BO,11809,277325.6997,0,1,2.595720164,2.595720164,1900.201479,3104.956089,-1204.75461,1204.75461,47.411631,28.369885,-16.290154,-63.588653,3552000,10887882
ME,KE,5141,1141925.049,0,1,1.180442034,1.180442034,6701.00008,1455.359765,5245.640315,5245.640315,42.708678,19.37439,-0.023559,37.906193,622781,48461567
MG,PE,13075,4626905.113,0.693147181,2,-0.087064373,0.087064373,401.3188701,6045.650077,-5644.331207,5644.331207,-18.766947,46.869107,-9.189967,-75.015152,24894551,31773839
MH,BO,13894,2992.989333,0,1,7.124640126,7.124640126,3448.535786,3104.956089,343.579697,343.579697,7.131474,171.184478,-16.290154,-63.588653,53066,10887882
MH,SV,11125,2720.375853,0,1,7.220142739,7.220142739,3448.535786,4223.584579,-775.048793,775.048793,7.131474,171.184478,13.794185,-88.89653,53066,6344722
ML,SN,1052,250590475.7,1.609437912,5,-3.904942803,3.904942803,780.5071109,958.0737379,-177.566627,177.566627,17.570692,-3.996166,14.497401,-14.452362,17994837,15411614
ML,BJ,1348,107668702.7,0,1,-3.365901433,3.365901433,780.5071109,789.4404107,-8.9332998,8.9332998,17.570692,-3.996166,9.30769,2.315834,17994837,10872298
ML,TJ,8033,2435862.987,0,1,0.422856409,0.422856409,780.5071109,795.8438644,-15.3367535,15.3367535,17.570692,-3.996166,38.861034,71.276093,17994837,8734951
MM,VN,1281,2987589800,0,1,-6.689064743,6.689064743,1275.017608,2185.690282,-910.672674,910.672674,21.913965,95.956223,14.058324,108.277199,52885223,92701100
MM,PH,2672,765326520.5,1.791759469,6,-4.986792562,4.986792562,1275.017608,2951.071929,-1676.054321,1676.054321,21.913965,95.956223,12.879721,121.774017,52885223,103320222
MM,KE,6777,55802906.73,1.609437912,5,-2.402948727,2.402948727,1275.017608,1455.359765,-180.342157,180.342157,21.913965,95.956223,-0.023559,37.906193,52885223,48461567
MM,RW,7482,11258599.86,0,1,-1.107974757,1.107974757,1275.017608,702.8356016,572.1820064,572.1820064,21.913965,95.956223,-1.940278,29.873888,52885223,11917508
MM,JO,6275,12700044.7,0.693147181,2,-1.096781684,1.096781684,1275.017608,4087.937517,-2812.919909,2812.919909,21.913965,95.956223,30.585164,36.238414,52885223,9455802
MM,CO,17464,8436460.146,0.693147181,2,-0.687738978,0.687738978,1275.017608,5805.605335,-4530.587727,4530.587727,21.913965,95.956223,4.570868,-74.297333,52885223,48653419
MM,PE,19138,4587868.169,0,1,-0.210257953,0.210257953,1275.017608,6045.650077,-4770.632469,4770.632469,21.913965,95.956223,-9.189967,-75.015152,52885223,31773839
MM,EC,18118,2639745.617,0,1,0.342474956,0.342474956,1275.017608,5968.984138,-4693.96653,4693.96653,21.913965,95.956223,-1.831239,-78.183406,52885223,16385068
MN,PK,3246,55512070.29,1.098612289,3,-2.494756793,2.494756793,3686.451698,1468.192946,2218.258752,2218.258752,46.862496,103.846656,30.375321,69.345116,3027398,193203476
MN,PH,3894,20628277.07,1.609437912,5,-1.407785574,1.407785574,3686.451698,2951.071929,735.379769,735.379769,46.862496,103.846656,12.879721,121.774017,3027398,103320222
MN,VN,4038,17211621.15,2.63905733,14,-1.03112689,1.03112689,3686.451698,2185.690282,1500.761416,1500.761416,46.862496,103.846656,14.058324,108.277199,3027398,92701100
MN,TJ,3244,2512860.049,0,1,0.391735945,0.391735945,3686.451698,795.8438644,2890.607834,2890.607834,46.862496,103.846656,38.861034,71.276093,3027398,8734951
MN,MX,12152,2614699.904,1.791759469,6,0.692360673,0.692360673,3686.451698,8201.306253,-4514.854555,4514.854555,46.862496,103.846656,23.634501,-102.552784,3027398,127540423
MN,UG,8834,1609447.679,0,1,0.837266448,0.837266448,3686.451698,615.3088032,3071.142895,3071.142895,46.862496,103.846656,1.373333,32.290275,3027398,41487965
MN,TZ,8852,2147060.623,1.609437912,5,0.854777479,0.854777479,3686.451698,879.193814,2807.257884,2807.257884,46.862496,103.846656,-6.369028,34.888822,3027398,55572201
MN,KH,4009,2969059.664,3.761200116,43,0.939368518,0.939368518,3686.451698,1269.907238,2416.54446,2416.54446,46.862496,103.846656,12.565679,104.990963,3027398,15762370
MN,AZ,4564,1418826.336,0.693147181,2,1.094993823,1.094993823,3686.451698,3876.936433,-190.484735,190.484735,46.862496,103.846656,40.143105,47.576927,3027398,9762274
MN,MZ,11016,719214.4659,0,1,1.642753194,1.642753194,3686.451698,382.0693304,3304.382368,3304.382368,46.862496,103.846656,-18.665695,35.529562,3027398,28829476
MN,PE,16086,371743.2415,0.693147181,2,2.434375703,2.434375703,3686.451698,6045.650077,-2359.198379,2359.198379,46.862496,103.846656,-9.189967,-75.015152,3027398,31773839
MN,HN,13046,162095.0688,0,1,3.132729783,3.132729783,3686.451698,2361.15762,1325.294078,1325.294078,46.862496,103.846656,15.199999,-86.241905,3027398,9112867
MN,NI,13284,105507.1318,0,1,3.562134239,3.562134239,3686.451698,2151.382047,1535.069651,1535.069651,46.862496,103.846656,12.865416,-85.207229,3027398,6149928
MN,WS,9337,6775.911392,0,1,6.30753891,6.30753891,3686.451698,4027.76137,-341.309672,341.309672,46.862496,103.846656,-13.759029,-172.104629,3027398,195125
MO,TR,1009,162542801.7,0,1,-3.77778385,3.77778385,73186.96014,10787.60934,62399.3508,62399.3508,22.198745,113.543873,38.963745,35.243322,612167,79512426
MO,IN,5213,101410706.4,0,1,-3.30602116,3.30602116,73186.96014,1709.387921,71477.57222,71477.57222,22.198745,113.543873,20.593684,78.96288,612167,1324171354
MO,NG,4379,20186170.29,0,1,-1.691840219,1.691840219,73186.96014,2177.98517,71008.97497,71008.97497,22.198745,113.543873,9.081999,8.675277,612167,185989640
MO,PK,4573,19227711.72,1.386294361,4,-1.379862411,1.379862411,73186.96014,1468.192946,71718.76719,71718.76719,22.198745,113.543873,30.375321,69.345116,612167,193203476
MO,JO,1768,6295770.925,0,1,-0.526720615,0.526720615,73186.96014,4087.937517,69099.02262,69099.02262,22.198745,113.543873,30.585164,36.238414,612167,9455802
MO,CD,5153,6171190.827,0,1,-0.50673431,0.50673431,73186.96014,444.5053168,72742.45482,72742.45482,22.198745,113.543873,-4.038333,21.758664,612167,78736153
MO,ID,10066,5363321.073,0,1,-0.366425875,0.366425875,73186.96014,3570.294888,69616.66525,69616.66525,22.198745,113.543873,-0.789275,113.921327,612167,261115456
MO,KE,5024,3995887.574,1.945910149,7,0.29752587,0.29752587,73186.96014,1455.359765,71731.60038,71731.60038,22.198745,113.543873,-0.023559,37.906193,612167,48461567
MO,MX,10857,2251869.645,0,1,0.501396687,0.501396687,73186.96014,8201.306253,64985.65389,64985.65389,22.198745,113.543873,23.634501,-102.552784,612167,127540423
MO,VN,8808,2486825.688,0.693147181,2,0.533816756,0.533816756,73186.96014,2185.690282,71001.26986,71001.26986,22.198745,113.543873,14.058324,108.277199,612167,92701100
MO,NP,5932,1714165.263,0,1,0.774231277,0.774231277,73186.96014,729.5325011,72457.42764,72457.42764,22.198745,113.543873,28.394857,84.124008,612167,28982771
MO,MM,7559,1926285.78,0.693147181,2,0.789230147,0.789230147,73186.96014,1275.017608,71911.94253,71911.94253,22.198745,113.543873,21.913965,95.956223,612167,52885223
MO,PH,9723,2274572.732,1.609437912,5,0.797085009,0.797085009,73186.96014,2951.071929,70235.88821,70235.88821,22.198745,113.543873,12.879721,121.774017,612167,103320222
MO,TJ,4000,1136202.027,0,1,1.185466366,1.185466366,73186.96014,795.8438644,72391.11628,72391.11628,22.198745,113.543873,38.861034,71.276093,612167,8734951
MO,CO,10120,988706.5446,0.693147181,2,1.45618154,1.45618154,73186.96014,5805.605335,67381.35481,67381.35481,22.198745,113.543873,4.570868,-74.297333,612167,48653419
MO,PE,11589,492371.4178,0,1,2.021679445,2.021679445,73186.96014,6045.650077,67141.31006,67141.31006,22.198745,113.543873,-9.189967,-75.015152,612167,31773839
MO,KH,8634,440060.612,1.609437912,5,2.43972004,2.43972004,73186.96014,1269.907238,71917.0529,71917.0529,22.198745,113.543873,12.565679,104.990963,612167,15762370
MO,GT,10638,304960.9918,0,1,2.500728918,2.500728918,73186.96014,4146.744129,69040.21601,69040.21601,22.198745,113.543873,15.783471,-90.230759,612167,16582469
MO,EC,10823,291117.2905,0,1,2.547186545,2.547186545,73186.96014,5968.984138,67217.976,67217.976,22.198745,113.543873,-1.831239,-78.183406,612167,16385068
MO,DO,8759,288872.5798,0,1,2.5549271,2.5549271,73186.96014,6722.223536,66464.7366,66464.7366,22.198745,113.543873,18.735693,-70.162651,612167,10648791
MO,LA,8022,218570.0371,0,1,2.833806292,2.833806292,73186.96014,2353.152875,70833.80727,70833.80727,22.198745,113.543873,19.85627,102.495496,612167,6758353
MO,BO,11146,182398.1366,0,1,3.014720929,3.014720929,73186.96014,3104.956089,70082.00405,70082.00405,22.198745,113.543873,-16.290154,-63.588653,612167,10887882
MO,HN,10440,174007.9553,0.693147181,2,3.19347809,3.19347809,73186.96014,2361.15762,70825.80252,70825.80252,22.198745,113.543873,15.199999,-86.241905,612167,9112867
MO,MN,6446,151636.582,0,1,3.19942604,3.19942604,73186.96014,3686.451698,69500.50844,69500.50844,22.198745,113.543873,46.862496,103.846656,612167,3027398
MO,PY,10991,115865.151,0,1,3.468485767,3.468485767,73186.96014,4080.204644,69106.7555,69106.7555,22.198745,113.543873,-23.442503,-58.443832,612167,6725308
MO,NI,10520,115652.1261,0,1,3.470326018,3.470326018,73186.96014,2151.382047,71035.57809,71035.57809,22.198745,113.543873,12.865416,-85.207229,612167,6149928
