country_from,country_to,distance,gravity,flow,offset,GDPDiff,GDPDiffabs
PT,CM,4111.7694,16.4767,2.0794,-0.9001,18780.6595,18780.6595
PE,UG,11931.3198,16.0412,0,-0.89918,5430.3413,5430.3413
QA,TZ,3943.0318,16.0331,0,-0.89108,58451.6662,58451.6662
JO,ML,4306.2178,16.0321,0,-0.89006,3307.4304,3307.4304
MY,MX,15934.0858,16.567,2.5649,-0.88891,1301.2621,1301.2621
LK,KG,3753.4363,16.0298,0,-0.88771,2758.3586,2758.3586
ES,LB,3555.462,16.9097,4.2341,-0.88269,18614.4871,18614.4871
AR,KE,11007.1687,16.6799,3.1355,-0.88254,10993.8571,10993.8571
RU,EC,13370.988,16.3979,1.7918,-0.88137,2779.3804,2779.3804
KW,LB,1210.0131,16.6265,2.8904,-0.88034,21061.3953,21061.3953
SE,TH,8060.2771,16.1666,0.69315,-0.87968,45691.9554,45691.9554
IE,PK,6549.3225,16.8835,4.1271,-0.87891,60138.29,60138.29
FI,IQ,3436.5445,16.6668,3.091,-0.87874,38480.6468,38480.6468
KW,VN,6436.4059,16.0203,0,-0.87826,26789.7097,26789.7097
IT,SL,4416.0935,16.9503,4.4773,-0.87246,30031.2187,30031.2187
JP,ZM,12686.2385,16.3875,1.7918,-0.87098,37716.0798,37716.0798
JP,TJ,5776.6049,17.3194,6.2634,-0.86827,38098.6239,38098.6239
ZA,PE,10239.5465,16.6454,3.0445,-0.86701,-772.0562,772.0562
PT,ID,12768.0237,16.6211,2.9444,-0.86368,16243.0134,16243.0134
SD,PE,11871.5078,16.0042,0,-0.86212,-3630.6119,3630.6119
SA,AL,3004.062,16.1463,0.69315,-0.85942,15881.752,15881.752
CO,PH,17385.09,16.6268,2.9957,-0.85869,2854.5334,2854.5334
CA,CO,6395.7207,17.5804,7.5704,-0.85616,36352.3227,36352.3227
GB,PH,10876.1229,17.8643,8.9363,-0.85463,36948.3165,36948.3165
ID,HT,17883.0863,15.9967,0,-0.85463,2830.6995,2830.6995
BE,IL,3309.8772,15.9963,0,-0.85429,3803.5451,3803.5451
JP,AZ,7568.6565,16.8901,4.2767,-0.85428,35017.5313,35017.5313
ID,AM,8286.8468,16.2244,1.0986,-0.85271,-35.8572,35.8572
EC,TR,12143.8552,15.9941,0,-0.8521,-4818.6252,4818.6252
GB,BJ,5147.7148,17.1088,5.3375,-0.85118,39109.948,39109.948
TR,LR,5748.1051,16.2227,1.0986,-0.85108,10332.2386,10332.2386
TH,GH,11034.6441,16.5851,2.8332,-0.85093,4394.4524,4394.4524
CZ,AZ,2718.205,16.4513,2.1972,-0.85006,14389.6133,14389.6133
CZ,CM,4728.9132,16.2198,1.0986,-0.8481,17233.901,17233.901
US,SO,13880.4516,16.9941,4.8122,-0.84632,57032.5783,57032.5783
RS,KE,5175.4734,16.3625,1.7918,-0.84598,3892.9343,3892.9343
IR,PE,14160.4189,16.3587,1.7918,-0.84222,-1088.0701,1088.0701
GT,PK,14436.102,16.5481,2.7081,-0.84011,2678.5512,2678.5512
EE,PK,4574.0663,16.3134,1.6094,-0.83499,16106.4944,16106.4944
FR,SL,4406.4516,17.0535,5.1591,-0.83319,36358.9188,36358.9188
ID,TG,12559.1277,16.3486,1.7918,-0.83204,2991.8332,2991.8332
CH,AL,1142.38,16.7306,3.6376,-0.82832,74665.7544,74665.7544
MT,TR,1868.2853,16.1134,0.69315,-0.82652,14270.5613,14270.5613
ID,DO,17970.4043,15.9685,0,-0.82642,-3151.9286,3151.9286
NL,IL,3354.1668,16.375,1.9459,-0.82625,8002.1678,8002.1678
BE,BF,4290.2092,16.2575,1.3863,-0.82577,40446.4268,40446.4268
CZ,MM,7495.8619,16.1122,0.69315,-0.82525,16991.5321,16991.5321
PK,HN,14313.1557,15.9666,0,-0.82454,-892.9647,892.9647
CZ,BF,4459.6455,16.1083,0.69315,-0.82134,17616.8192,17616.8192
SK,JO,2448.0551,15.9633,0,-0.8212,12408.0502,12408.0502
MO,MM,1811.795,16.1042,0.69315,-0.81733,71911.9425,71911.9425
OM,VN,5580.4895,16.3936,2.0794,-0.81691,12796.6676,12796.6676
ES,BI,5956.0794,16.4386,2.3026,-0.81532,26242.7644,26242.7644
FI,BR,10771.1791,16.1015,0.69315,-0.81457,34440.299,34440.299
SE,BA,1803.8822,16.186,1.0986,-0.81438,46891.1506,46891.1506
US,BZ,2323.1338,16.9052,4.5539,-0.8114,52656.2212,52656.2212
MX,BJ,11077.4439,16.2403,1.3863,-0.80856,7411.8658,7411.8658
CZ,MX,9825.6625,16.4512,2.3979,-0.80797,10065.2434,10065.2434
SE,ID,10375.7044,16.9944,5.0106,-0.80513,48029.574,48029.574
NZ,ID,7552.8176,16.8826,4.4773,-0.80484,35856.3286,35856.3286
FR,MW,7351.3676,16.9243,4.6821,-0.80372,36554.1735,36554.1735
US,BG,9332.6481,17.0905,5.4848,-0.80216,50115.9913,50115.9913
MU,TZ,2896.3105,15.9402,0,-0.79814,8748.402,8748.402
KR,MG,10437.034,16.2761,1.6094,-0.79765,27137.4873,27137.4873
OM,KE,3091.4152,16.9262,4.7274,-0.79617,13526.9982,13526.9982
NO,BR,9867.0854,16.2279,1.3863,-0.79616,62162.5289,62162.5289
IL,AM,1360.3556,16.4188,2.3026,-0.79556,33686.4602,33686.4602
KE,US,13721.9109,18.2363,11.004,-0.79448,-56011.4273,56011.4273
FR,MG,8505.1898,16.9519,4.8598,-0.79421,36453.6494,36453.6494
JO,RW,3679.0198,15.9349,0,-0.79281,3385.1019,3385.1019
CH,AF,5108.3291,16.2241,1.3863,-0.79236,78250.8719,78250.8719
IL,GE,1462.9372,16.5137,2.7726,-0.79223,33438.9623,33438.9623
CH,MD,1521.3704,16.3687,2.0794,-0.79206,76912.4492,76912.4492
AR,MW,9769.2023,15.9332,0,-0.79116,12148.422,12148.422
GR,SN,4470.7945,15.9301,0,-0.78806,17145.8956,17145.8956
LB,NP,4592.3511,15.9263,0,-0.78425,7184.4722,7184.4722
AU,LK,6813.8745,16.2151,1.3863,-0.78329,46092.4247,46092.4247
IL,AL,1728.6913,15.9228,0,-0.78076,33145.716,33145.716
TT,MX,4601.0309,15.9225,0,-0.78046,7175.7926,7175.7926
BA,ID,10568.1072,15.9223,0,-0.7803,1138.4234,1138.4234
SZ,MG,1798.423,16.1513,1.0986,-0.77966,2373.835,2373.835
KE,SL,5583.9421,16.2575,1.6094,-0.77904,959.3103,959.3103
PE,ML,8345.7669,15.9207,0,-0.77868,5265.143,5265.143
TR,PE,12396.1891,16.6153,3.3322,-0.77682,4741.9593,4741.9593
TH,CM,9639.3881,16.6703,3.6109,-0.77361,4875.2647,4875.2647
FR,TG,4183.927,17.1851,6.0799,-0.77239,36276.5066,36276.5066
PT,ZA,8419.5909,15.9126,0,-0.77059,14539.7144,14539.7144
MY,MG,6549.2216,16.7115,3.8286,-0.76925,9101.2495,9101.2495
AF,MN,3342.0811,16.0555,0.69315,-0.76858,-3124.673,3124.673
SE,MD,1548.0014,16.5019,2.8332,-0.76776,49699.6674,49699.6674
HU,LB,2017.2811,16.4891,2.7726,-0.76758,4750.8428,4750.8428
CH,CD,5809.1311,16.7877,4.2047,-0.76683,78368.1454,78368.1454
DE,AM,2924.3078,17.1575,5.989,-0.76372,38329.9065,38329.9065
RO,TJ,3827.1708,16.2795,1.7918,-0.76296,8678.2867,8678.2867
ES,PH,11857.3147,17.3457,6.8997,-0.76162,23577.4199,23577.4199
UY,CO,4565.1965,15.8999,0,-0.7579,9414.9607,9414.9607
PL,TJ,4218.3496,16.7402,4.0254,-0.75683,11576.5732,11576.5732
MX,MG,16805.5507,16.2352,1.6094,-0.75676,7799.9874,7799.9874
KE,KH,7524.4759,16.4176,2.4849,-0.7562,185.4525,185.4525
KE,GE,4739.4206,15.898,0,-0.75594,-2398.2901,2398.2901
SK,AZ,2391.6875,16.0417,0.69315,-0.75482,12619.0513,12619.0513
RU,HN,11422.733,16.1262,1.0986,-0.75452,6387.2069,6387.2069
CL,PK,16345.7647,16.3767,2.3026,-0.75338,12324.7331,12324.7331
CA,UA,7744.8159,17.1197,5.8579,-0.75332,39972.2,39972.2
MD,LB,1632.7658,15.8953,0,-0.75329,-6013.8032,6013.8032
ID,EC,18638.0916,16.3264,2.0794,-0.74978,-2398.6892,2398.6892
US,ZM,13844.4452,17.1467,6.0113,-0.74828,56288.3992,56288.3992
HU,MX,10240.9285,16.2954,1.9459,-0.74663,4463.5412,4463.5412
BE,AL,1594.3674,16.368,2.3026,-0.74476,36949.2611,36949.2611
ES,ZW,7438.0669,16.4225,2.5649,-0.74436,25519.8945,25519.8945
KH,UG,8097.2346,16.1155,1.0986,-0.74384,654.5984,654.5984
AE,MW,4599.4284,15.8858,0,-0.74379,37321.4126,37321.4126
FR,ZW,7744.4967,16.7066,3.9512,-0.73878,35846.3709,35846.3709
PL,KG,4301.9911,16.339,2.1972,-0.73776,11295.3809,11295.3809
HU,ML,3928.8316,16.2531,1.7918,-0.7366,11884.3403,11884.3403
US,MZ,14869.7661,17.5563,8.0281,-0.73638,57084.7178,57084.7178
NA,KE,3303.0322,16.2147,1.6094,-0.73633,2685.1022,2685.1022
AL,JO,1859.4837,15.878,0,-0.73593,58.9587,58.9587
JO,PH,8862.6232,16.3363,2.1972,-0.73502,1136.8656,1136.8656
SA,TG,4993.9742,16.1023,1.0986,-0.73069,19450.1865,19450.1865
PA,NG,9799.2863,15.8714,0,-0.72932,11502.2508,11502.2508
MM,CO,16884.8009,16.0155,0.69315,-0.72861,-4530.5877,4530.5877
HU,UG,5239.6946,16.5126,3.091,-0.72453,12049.5386,12049.5386
DE,TG,4812.6072,17.1168,5.9865,-0.72364,41357.5969,41357.5969
QA,JO,1577.0384,16.0949,1.0986,-0.72322,55242.9225,55242.9225
KW,KE,3416.5919,16.6383,3.7136,-0.72017,27520.0402,27520.0402
AO,PE,10120.8175,16.0058,0.69315,-0.71889,-2934.8419,2934.8419
IT,TJ,4886.9955,16.914,5.0626,-0.71387,29731.4243,29731.4243
VN,BJ,11446.556,15.8557,0,-0.71368,1396.2499,1396.2499
BS,MX,2549.8757,15.8534,0,-0.71135,14923.0803,14923.0803
CZ,GH,4901.6783,16.3331,2.3026,-0.70986,16753.0887,16753.0887
TH,BF,10943.3566,16.1878,1.6094,-0.70941,5258.1829,5258.1829
IS,CN,7777.6827,15.846,0,-0.70396,51853.7617,51853.7617
SK,TZ,6296.5219,15.8449,0,-0.70285,15616.7939,15616.7939
TZ,KG,6666.2524,15.8445,0,-0.70248,-197.8424,197.8424
OM,UG,3401.1426,16.5799,3.5264,-0.70086,14367.0491,14367.0491
NL,MX,9085.851,17.0848,5.948,-0.69962,37093.4737,37093.4737
AF,SN,8402.3381,15.8391,0,-0.69704,-396.295,396.295
CO,KE,12468.4196,16.5346,3.3322,-0.69613,4350.2456,4350.2456
VE,KE,11609.3796,16.2448,1.9459,-0.69606,7802.6402,7802.6402
IL,BF,4275.6381,15.9809,0.69315,-0.69398,36642.8817,36642.8817
ZA,JO,6942.7409,16.2105,1.7918,-0.69395,1185.6564,1185.6564
AR,PH,17126.0483,16.5529,3.434,-0.69311,9498.1449,9498.1449
JP,GH,13521.372,16.7907,4.5747,-0.69252,37381.0067,37381.0067
LB,GH,4748.4855,15.8323,0,-0.69024,6400.5436,6400.5436
SA,KH,6407.2293,16.3326,2.3979,-0.68939,18758.741,18758.741
HU,GH,4775.2036,16.3124,2.3026,-0.68913,11151.3864,11151.3864
HR,ID,10753.2353,16.0581,1.0986,-0.68646,8520.3717,8520.3717
HU,VN,8775.1426,16.2853,2.1972,-0.68399,10479.1572,10479.1572
MW,US,14411.5142,17.1529,6.3509,-0.68357,-57165.9923,57165.9923
KR,AZ,6791.7087,16.1993,1.7918,-0.68274,23661.8697,23661.8697
DE,ZW,8014.5855,16.8498,4.9053,-0.68251,40927.4613,40927.4613
DE,TJ,4823.9823,17.2505,6.8244,-0.68214,41140.2147,41140.2147
ZA,SL,5703.8871,16.3579,2.5649,-0.67978,4777.5444,4777.5444
FI,AF,4277.4705,16.1581,1.6094,-0.6797,42528.4688,42528.4688
ID,SL,13943.051,16.1115,1.3863,-0.67969,3074.2454,3074.2454
AT,YE,4724.9832,16.1958,1.7918,-0.67926,43186.1804,43186.1804
DE,RW,6184.7105,17.0642,5.9532,-0.67792,41233.223,41233.223
PT,MX,8717.9592,16.6677,4.0604,-0.67703,11612.002,11612.002
TW,TZ,9894.3924,16.408,2.8332,-0.67377,21718.8062,21718.8062
TR,DO,9966.9763,15.9583,0.69315,-0.6714,4065.3858,4065.3858
BE,MX,9120.4939,16.672,4.1109,-0.67074,32894.851,32894.851
CZ,ZA,8967.9255,15.8092,0,-0.66711,12992.9558,12992.9558
HU,ZA,8649.1438,15.8085,0,-0.66648,7391.2536,7391.2536
IR,LR,7109.9602,15.8071,0,-0.66502,4502.2093,4502.2093
IL,US,10860.0427,16.969,5.5645,-0.66394,-20174.1749,20174.1749
TW,CD,11124.1599,16.5221,3.434,-0.66233,22153.4947,22153.4947
BG,KE,4913.5993,16.4763,3.2189,-0.66149,5895.436,5895.436
JP,BF,13177.0981,16.4283,2.9957,-0.6602,38244.7372,38244.7372
BG,BF,4275.3455,15.7994,0,-0.65739,6701.0653,6701.0653
KW,UG,3498.3654,16.4357,3.0445,-0.65733,28360.0912,28360.0912
AF,CO,14165.2318,15.9441,0.69315,-0.65721,-5243.8266,5243.8266
IL,VN,7645.2347,16.4223,2.9957,-0.65417,35106.9219,35106.9219
DK,BA,1489.3747,16.0223,1.0986,-0.65061,48708.946,48708.946
KR,CO,14961.1555,16.226,2.0794,-0.6493,21733.2008,21733.2008
GB,MZ,9015.0718,16.9633,5.6095,-0.64884,39517.3191,39517.3191
NZ,US,12549.9976,16.0801,1.3863,-0.64834,-18040.1636,18040.1636
IL,CI,4936.8591,15.9329,0.69315,-0.64603,35766.4151,35766.4151
KW,TZ,4189.8639,16.3672,2.7726,-0.6457,28096.2062,28096.2062
TH,SN,12161.2871,15.7862,0,-0.6442,4949.8397,4949.8397
AR,YE,12988.3919,15.7854,0,-0.64331,11458.8821,11458.8821
GR,MZ,6576.9588,15.7844,0,-0.64232,17721.9,17721.9
RS,ML,3756.9356,16.0125,1.0986,-0.64081,4567.787,4567.787
LS,KE,3445.9904,16.0121,1.0986,-0.6404,-457.2254,457.2254
EG,BO,11239.3733,15.9254,0.69315,-0.6385,409.534,409.534
ER,MZ,3792.1035,16.0096,1.0986,-0.63792,440.9307,440.9307
SE,AF,4557.5131,16.6203,4.0254,-0.63694,51038.0901,51038.0901
ZA,LR,5365.6514,16.0083,1.0986,-0.6366,4818.2231,4818.2231
GB,MW,8406.4608,16.6371,4.1109,-0.63588,39598.5936,39598.5936
SZ,KE,3026.18,15.7767,0,-0.63461,1319.7941,1319.7941
BD,EC,17289.6921,16.0051,1.0986,-0.63346,-4610.2044,4610.2044
BE,YE,5521.9198,16.1444,1.7918,-0.62784,40105.8225,40105.8225
GB,LB,3842.493,17.1003,6.3716,-0.62658,31985.3837,31985.3837
GB,ZM,8160.6103,16.6099,4.0254,-0.62656,38721.0005,38721.0005
FR,RW,6003.3498,16.912,5.4723,-0.62628,36152.1327,36152.1327
NL,ZA,9354.4576,16.2018,2.0794,-0.62518,40021.1861,40021.1861
DE,CG,5737.1772,16.3707,2.8904,-0.62456,40407.8138,40407.8138
BG,MM,6810.1535,15.9108,0.69315,-0.6239,6075.7782,6075.7782
MW,TG,4424.8076,15.7655,0,-0.62344,-277.6669,277.6669
BG,NP,5423.8311,15.7646,0,-0.62257,6621.2633,6621.2633
KE,PE,12521.287,16.1001,1.6094,-0.62165,-4590.2903,4590.2903
CZ,ML,3985.9827,16.2973,2.5649,-0.61914,17486.0426,17486.0426
CZ,JO,2752.61,16.3943,3.0445,-0.61592,14178.6122,14178.6122
ES,CG,4939.0958,16.0937,1.6094,-0.61527,25000.247,25000.247
KE,AM,4516.3585,15.7541,0,-0.61205,-2150.7923,2150.7923
QA,NP,3274.5564,15.7537,0,-0.61163,58601.3275,58601.3275
DZ,EC,9109.0836,15.8973,0.69315,-0.61034,-2125.2318,2125.2318
UY,MX,7976.8482,15.7475,0,-0.60545,7019.2598,7019.2598
CA,GT,4689.9721,17.1244,6.5985,-0.60332,38011.1839,38011.1839
KE,LR,5300.7019,15.8897,0.69315,-0.60275,999.989,999.989
TZ,GE,5481.106,15.7441,0,-0.60207,-2974.4561,2974.4561
PL,RW,6073.5259,16.3219,2.7726,-0.60034,11669.5815,11669.5815
GR,BJ,3836.8007,15.8871,0.69315,-0.60014,17314.5289,17314.5289
OM,IL,2347.3321,15.7418,0,-0.59971,-22310.2543,22310.2543
JO,BA,2203.0877,15.74,0,-0.59793,-620.7807,620.7807
MX,ZW,15009.3128,16.0285,1.3863,-0.59676,7192.7089,7192.7089
LU,UA,1821.2464,15.8836,0.69315,-0.5967,100645.5935,100645.5935
BE,ML,3738.7224,16.4972,3.6376,-0.59487,40315.6502,40315.6502
TN,MZ,6460.0797,15.8795,0.69315,-0.59261,3306.577,3306.577
SG,EG,8257.5819,15.8784,0.69315,-0.5915,49446.2241,49446.2241
US,MG,15850.7871,17.2818,7.4331,-0.58622,57065.4682,57065.4682
MU,ID,6493.5423,15.8727,0.69315,-0.58581,6057.3009,6057.3009
KW,GE,1492.5042,15.7275,0,-0.58544,25121.7501,25121.7501
PH,BJ,12889.2577,15.7268,0,-0.58473,2161.6315,2161.6315
NL,AL,1661.0872,16.6913,4.6151,-0.5847,41147.8838,41147.8838
VN,SN,12959.7191,15.9563,1.0986,-0.58466,1227.6165,1227.6165
IR,EC,13951.2656,15.7262,0,-0.58418,-1011.4041,1011.4041
PE,IQ,13226.338,15.7261,0,-0.58406,1436.0494,1436.0494
AU,ZA,10389.4742,16.341,2.9444,-0.58355,44654.2256,44654.2256
BO,GT,4611.3129,15.9545,1.0986,-0.58283,-1041.788,1041.788
BR,MD,10456.848,15.7244,0,-0.58233,6749.747,6749.747
PL,TG,5095.3898,16.224,2.3979,-0.58084,11793.9554,11793.9554
CH,ID,11258.757,16.6631,4.4998,-0.58058,75242.3558,75242.3558
BE,CM,4851.6131,16.2404,2.4849,-0.57896,40063.5086,40063.5086
DK,MD,1618.7879,15.8656,0.69315,-0.57866,51517.4628,51517.4628
SG,US,15289.9015,15.8632,0.69315,-0.57632,-4506.0729,4506.0729
KG,UG,6139.2717,15.717,0,-0.5749,461.7274,461.7274
MD,GE,1307.169,15.8608,0.69315,-0.57392,-1953.4484,1953.4484
FI,ID,9989.3991,16.4813,3.6636,-0.57355,39519.9526,39519.9526
DZ,CL,10433.9744,15.7146,0,-0.57259,-9949.1737,9949.1737
ES,RW,5818.1633,16.6098,4.2905,-0.57105,25825.6562,25825.6562
IT,KG,5058.6313,16.4831,3.6889,-0.57005,29450.232,29450.232
TN,RW,4516.4666,15.712,0,-0.56991,2985.8108,2985.8108
BR,LS,8295.3068,15.7102,0,-0.56814,7651.8141,7651.8141
AT,CM,4468.9438,16.1444,2.0794,-0.56772,43143.8665,43143.8665
HR,JO,2439.6155,15.7065,0,-0.56447,8002.729,8002.729
EG,MN,6618.5996,15.7045,0,-0.5625,-171.9616,171.9616
AT,BF,4200.2454,16.0396,1.6094,-0.56121,43526.7847,43526.7847
HU,GE,1950.9625,16.0766,1.7918,-0.56009,8811.1975,8811.1975
BG,MX,10919.0856,15.8469,0.69315,-0.56001,-850.5105,850.5105
IE,IQ,4629.105,15.9302,1.0986,-0.5585,56996.8823,56996.8823
PE,MZ,11796.3453,15.7,0,-0.55793,5663.5807,5663.5807
LY,VN,9421.5695,15.6984,0,-0.55632,3263.3397,3263.3397
BD,LR,10707.8339,15.6961,0,-0.55402,903.409,903.409
TT,HT,1502.7703,15.6959,0,-0.55389,14637.5034,14637.5034
RO,KG,3980.3913,15.8391,0.69315,-0.55217,8397.0944,8397.0944
DE,SL,5167.1189,16.9467,5.994,-0.5519,41440.0091,41440.0091
PT,AF,6596.5406,15.9224,1.0986,-0.55077,19251.5295,19251.5295
NZ,BR,12220.588,15.6911,0,-0.5491,30776.675,30776.675
CZ,VN,9016.2996,16.3041,2.9444,-0.54662,16080.8594,16080.8594
AT,JO,2637.96,16.2909,2.8904,-0.54475,40088.5777,40088.5777
NL,MM,8146.2105,16.4228,3.5264,-0.54377,44019.7624,44019.7624
US,BJ,10086.5907,17.3574,8.002,-0.5429,56677.3467,56677.3467
EC,PY,3208.8522,16.1859,2.3979,-0.54273,1888.7795,1888.7795
TW,ZA,12045.1185,16.0206,1.6094,-0.5422,17324.4061,17324.4061
PL,ZW,7947.3331,16.088,1.9459,-0.53926,11363.8197,11363.8197
SY,CO,11803.6545,15.6774,0,-0.53537,-4105.2153,4105.2153
TW,MX,12961.5966,16.6987,4.8903,-0.53454,14396.6938,14396.6938
RS,MX,10553.675,15.9051,1.0986,-0.53342,-2853.0122,2853.0122
MA,TJ,6933.5802,15.6733,0,-0.53127,2036.5859,2036.5859
FI,TH,7684.6547,15.673,0,-0.531,37182.3341,37182.3341
AR,BJ,8628.1467,15.6724,0,-0.53034,11659.7764,11659.7764
AE,MZ,5084.9228,16.1511,2.3026,-0.52781,37240.1381,37240.1381
AT,TZ,6315.9205,16.3158,3.091,-0.52773,43297.3214,43297.3214
ES,HT,6859.571,16.1864,2.4849,-0.525,25788.8963,25788.8963
CA,MM,11086.0425,16.5637,4.2905,-0.52496,40882.9104,40882.9104
CZ,LB,2434.6045,16.186,2.4849,-0.52465,10352.545,10352.545
AF,BJ,7167.2922,15.8081,0.69315,-0.52123,-227.6617,227.6617
HR,TZ,6050.5595,15.661,0,-0.5189,11211.4728,11211.4728
DK,CD,6797.5441,16.0944,2.0794,-0.51775,52973.159,52973.159
BG,CM,4137.3656,16.0938,2.0794,-0.51716,6318.1471,6318.1471
PH,RW,10261.506,16.2746,2.9444,-0.51712,2248.2363,2248.2363
ID,LS,9547.3295,15.6581,0,-0.5161,2572.1605,2572.1605
EG,HN,11771.0027,15.655,0,-0.51297,1153.3325,1153.3325
BG,VN,8369.7689,16.0596,1.9459,-0.5109,5165.1055,5165.1055
AE,ZM,4952.0056,15.6516,0,-0.5095,36443.8196,36443.8196
JP,ZW,12924.772,16.3233,3.2189,-0.50852,37885.8704,37885.8704
HU,KE,5542.5847,16.5556,4.3307,-0.50841,11209.4877,11209.4877
BY,TJ,3641.8878,15.6499,0,-0.50783,4193.4107,4193.4107
SA,LA,5902.4812,15.6499,0,-0.50781,17675.4953,17675.4953
MY,ZW,8367.6544,15.7887,0.69315,-0.5018,8493.9711,8493.9711
NO,BG,2280.6302,15.7856,0.69315,-0.49867,63461.6816,63461.6816
DE,KG,4908.2819,16.8539,5.8051,-0.49863,40859.0224,40859.0224
GB,MG,9504.7241,16.7107,5.1299,-0.49654,39498.0695,39498.0695
BE,GH,4759.3494,16.4639,3.9512,-0.49605,39582.6963,39582.6963
SG,AF,5215.3647,15.7818,0.69315,-0.49492,52398.9354,52398.9354
PL,SL,5589.9991,16.0107,1.7918,-0.49421,11876.3676,11876.3676
QA,KE,3162.0615,16.3377,3.3673,-0.49186,57875.5002,57875.5002
CY,AZ,1362.8528,15.632,0,-0.48994,19447.2653,19447.2653
RO,CO,10353.7728,16.0064,1.7918,-0.4899,3668.5253,3668.5253
RO,RW,5346.24,15.9216,1.3863,-0.48984,8771.295,8771.295
AU,EG,12448.287,16.5168,4.2341,-0.48981,46413.3294,46413.3294
RS,NP,5775.5081,15.629,0,-0.48699,4618.7616,4618.7616
DE,DO,7749.5096,16.5005,4.1744,-0.48604,35213.835,35213.835
SG,LA,2062.6077,16.0024,1.7918,-0.48589,50607.5613,50607.5613
BA,KE,5281.2537,15.6255,0,-0.48346,3253.3585,3253.3585
TH,ML,10996.55,16.1426,2.4849,-0.48117,5127.4063,5127.4063
KH,TJ,4421.4624,15.7675,0.69315,-0.48061,474.0634,474.0634
RO,ZW,7235.406,15.6204,0,-0.47832,8465.5333,8465.5333
SA,SL,6266.6442,15.6203,0,-0.47826,19532.5988,19532.5988
BE,MM,8247.9366,15.9928,1.7918,-0.47624,39821.1397,39821.1397
NL,YE,5561.5393,16.5353,4.3944,-0.47482,44304.4452,44304.4452
CZ,UG,5617.9484,16.4462,3.9703,-0.47438,17651.2409,17651.2409
BD,HN,15675.494,15.6145,0,-0.47241,-1002.3779,1002.3779
ES,DO,6695.5984,16.2163,2.8904,-0.47017,19806.2683,19806.2683
CL,CI,8390.6232,15.6119,0,-0.46988,12266.7289,12266.7289
JP,CL,17342.6152,15.8387,1.0986,-0.46701,25101.5417,25101.5417
TT,PE,2686.1663,15.6091,0,-0.467,9331.4487,9331.4487
CO,YE,13336.3247,15.8365,1.0986,-0.46484,4815.2706,4815.2706
LU,TR,2586.2756,15.7514,0.69315,-0.46446,92043.7122,92043.7122
AT,MM,7600.6708,15.8959,1.3863,-0.46413,42901.4976,42901.4976
KW,AM,1216.7095,15.8958,1.3863,-0.46402,25369.2479,25369.2479
ZA,AZ,8262.2025,15.8944,1.3863,-0.4626,1396.6574,1396.6574
CO,SL,6913.8535,15.8341,1.0986,-0.46249,5309.5559,5309.5559
HR,ML,3542.4579,15.604,0,-0.46197,11310.1594,11310.1594
MW,CO,12134.8089,15.6035,0,-0.46148,-5504.8105,5504.8105
CH,IL,2870.8077,15.9768,1.7918,-0.4603,41520.0385,41520.0385
BA,UG,4946.0366,15.6013,0,-0.45925,4093.4095,4093.4095
BE,NP,6908.6984,15.7457,0.69315,-0.45879,40366.6248,40366.6248
BE,TZ,6965.9143,16.3802,3.7377,-0.45698,40216.9635,40216.9635
IT,DO,8042.0915,16.1159,2.4849,-0.45449,23805.0447,23805.0447
SG,TR,8074.6042,15.738,0.69315,-0.45113,42173.1049,42173.1049
GB,GE,3634.645,16.7322,5.4806,-0.44467,36045.7385,36045.7385
RU,LR,10645.2883,15.5865,0,-0.44447,8292.9938,8292.9938
SA,CO,12732.8284,16.0862,2.3979,-0.44298,14223.0429,14223.0429
PH,GE,8101.0636,15.5829,0,-0.44084,-902.578,902.578
CA,VN,11572.5368,17.0391,6.9707,-0.44014,39972.2377,39972.2377
SN,RW,5211.1336,15.727,0.69315,-0.44013,255.2381,255.2381
IL,GH,4518.5505,16.2843,3.3673,-0.43847,35779.1512,35779.1512
SK,YE,4519.3856,15.8077,1.0986,-0.43605,15505.6529,15505.6529
SK,MX,10146.5758,15.7214,0.69315,-0.43446,8294.6814,8294.6814
MU,PK,5779.5066,15.8045,1.0986,-0.43283,8159.4028,8159.4028
AR,SL,7472.7547,15.5747,0,-0.43262,11953.1674,11953.1674
JP,GT,12312.97,16.4467,4.1744,-0.43221,34747.7236,34747.7236
ES,LR,3826.639,16.4988,4.4308,-0.43076,26073.1211,26073.1211
CL,GT,6051.01,15.9088,1.6094,-0.43033,9646.1819,9646.1819
NL,CM,5019.0725,16.5777,4.8122,-0.42994,44262.1313,44262.1313
DK,ID,10965.1395,16.3369,3.6636,-0.42921,49847.3694,49847.3694
SZ,UG,3103.1361,15.5711,0,-0.42902,2159.8451,2159.8451
ID,BO,18096.3809,15.9767,1.9459,-0.42796,465.3388,465.3388
JP,ML,12838.8983,16.4448,4.1897,-0.4271,38113.9606,38113.9606
AL,KE,4915.0453,15.5681,0,-0.42607,2691.5365,2691.5365
SK,TH,8056.3424,15.5664,0,-0.42437,10588.0742,10588.0742
QA,UG,3348.8624,16.0675,2.3979,-0.4243,58715.5512,58715.5512
VE,UG,10971.1375,16.2025,3.0445,-0.42418,8642.6912,8642.6912
RO,TG,4746.3778,15.7106,0.69315,-0.42371,8895.6689,8895.6689
NL,BF,4478.4465,16.5769,4.8442,-0.42243,44645.0495,44645.0495
PE,PH,18137.9429,16.116,2.6391,-0.42237,3094.5781,3094.5781
