country_from,country_to,distance,gravity,flow,offset,GDPDiff,GDPDiffabs
PL,BJ,4978.638,16.6276,0,-1.4856,11582.9767,11582.9767
FR,AZ,3687.7977,17.6871,5.0814,-1.4831,32978.0318,32978.0318
FI,PK,4698.0298,17.6888,5.0999,-1.4809,41622.0546,41622.0546
GB,MM,8587.1435,17.6672,5.0039,-1.4794,38624.3708,38624.3708
SA,ML,5127.3852,16.9107,1.3863,-1.4789,19248.1411,19248.1411
KR,ZA,13173.244,16.6195,0,-1.4774,22265.2123,22265.2123
TZ,AZ,5332.913,16.7639,0.69315,-1.477,-2997.7426,2997.7426
DO,CR,1771.5156,16.6178,0,-1.4757,-5102.4146,5102.4146
BD,PE,17775.8135,16.6119,0,-1.4699,-4686.8703,4686.8703
US,PH,13216.1508,19.0685,11.7588,-1.4689,54515.7152,54515.7152
LB,UG,3630.8549,16.7548,0.69315,-1.4679,7298.6959,7298.6959
MA,PH,12646.7812,16.9418,1.6094,-1.4633,-118.6422,118.6422
QA,NG,4836.6619,16.8326,1.0986,-1.4609,57152.8748,57152.8748
RU,ZW,11151.5662,16.7465,0.69315,-1.4596,7739.7672,7739.7672
ZA,CO,10957.9047,16.9358,1.6094,-1.4574,-532.0115,532.0115
PL,LB,2414.1873,17.4819,4.2341,-1.4549,4458.4124,4458.4124
BZ,SV,379.9943,16.5958,0,-1.4538,586.9813,586.9813
GB,SO,7102.2389,16.7404,0.69315,-1.4534,39465.1796,39465.1796
NG,HN,10264.3266,16.5935,0,-1.4515,-183.1724,183.1724
IL,TZ,4160.3688,17.1276,2.5649,-1.4495,36413.4184,36413.4184
PT,ML,2461.4209,17.2386,3.1355,-1.4413,19032.8011,19032.8011
BR,RW,9070.7573,17.2193,3.0445,-1.4409,7947.1129,7947.1129
GB,VN,10033.0653,17.9173,6.3852,-1.4407,37713.6981,37713.6981
GB,NP,7297.821,17.3912,3.8712,-1.4401,39169.8559,39169.8559
GB,TZ,7717.9835,17.9302,6.4568,-1.4387,39020.1946,39020.1946
JO,AM,1321.1136,16.5784,0,-1.4364,481.7855,481.7855
GB,YE,6236.161,17.6562,5.1874,-1.43,38909.0536,38909.0536
CN,PY,17848.4438,17.1864,2.9444,-1.429,4042.9762,4042.9762
NO,EG,4105.7839,17.2068,3.0445,-1.4284,67297.9873,67297.9873
ES,JO,3746.3837,17.2588,3.2958,-1.4279,22440.5543,22440.5543
AR,GH,8257.2335,16.7136,0.69315,-1.4267,10935.7558,10935.7558
IE,NG,5157.5025,17.3233,3.6109,-1.4266,59428.4978,59428.4978
PT,CD,5722.9117,17.0272,2.1972,-1.4259,19368.8029,19368.8029
ES,KE,6157.5782,17.8992,6.3699,-1.4258,25073.132,25073.132
JP,CI,13856.1566,16.5675,0,-1.4255,37368.2706,37368.2706
ES,VN,10768.434,17.4299,4.1271,-1.4253,24342.8015,24342.8015
NO,US,7186.8024,17.304,3.5264,-1.425,13345.6903,13345.6903
CL,BO,2295.1716,17.4269,4.1271,-1.4223,10687.97,10687.97
IL,UG,3310.4514,17.2923,3.4965,-1.4195,36677.3034,36677.3034
AE,KE,3124.4598,17.6445,5.2204,-1.4114,36166.8477,36166.8477
SY,MX,12355.9189,16.5497,0,-1.4076,-6500.9163,6500.9163
KZ,KE,6029.5113,16.982,2.0794,-1.4053,6054.7174,6054.7174
DE,SN,4646.2368,17.8933,6.4473,-1.4038,40977.9848,40977.9848
OM,ID,6760.1241,17.0456,2.3979,-1.4024,11412.063,11412.063
MX,BZ,1629.2402,16.6852,0.69315,-1.3983,3390.7404,3390.7404
CZ,AF,4562.3741,16.6825,0.69315,-1.3956,17704.7709,17704.7709
CH,PK,5466.8933,17.8067,6.0981,-1.3902,77344.4577,77344.4577
GB,LK,8922.2826,16.6767,0.69315,-1.3898,36063.9936,36063.9936
UA,CO,10754.3161,16.7564,1.0986,-1.3847,-3619.8773,3619.8773
PL,PH,9727.1042,17.5397,4.8675,-1.3804,9421.3451,9421.3451
DK,NG,5246.8858,17.4718,4.5433,-1.3803,51239.6791,51239.6791
CA,ID,12886.3233,17.8596,6.4036,-1.3792,38587.6331,38587.6331
CZ,ID,10679.7207,17.001,2.3026,-1.3777,14696.2548,14696.2548
OM,NP,2936.4737,16.515,0,-1.373,14252.8254,14252.8254
PL,SN,5117.0103,16.9217,1.9459,-1.373,11414.3433,11414.3433
ZM,PH,10745.8599,16.5132,0,-1.3711,-1772.684,1772.684
VN,GH,11841.8967,16.7412,1.0986,-1.3695,672.2292,672.2292
CM,PH,11901.0024,16.6545,0.69315,-1.3676,-1918.4232,1918.4232
DE,GE,2666.195,17.5826,5.1417,-1.3659,38082.4087,38082.4087
AT,CD,5775.8068,16.843,1.6094,-1.3646,43732.0099,43732.0099
MX,SN,9178.502,16.9653,2.1972,-1.3641,7243.2325,7243.2325
GR,UG,4324.8846,16.9867,2.3026,-1.3635,17488.6605,17488.6605
CO,SN,6636.7007,16.6501,0.69315,-1.3632,4847.5316,4847.5316
EG,KH,7827.7963,17.0189,2.4849,-1.3575,2244.5829,2244.5829
ID,LB,8957.096,16.7885,1.3863,-1.3567,-4343.7098,4343.7098
KE,LB,3773.1272,16.8333,1.6094,-1.3549,-6458.6449,6458.6449
MX,NP,14185.632,16.7262,1.0986,-1.3545,7471.7738,7471.7738
KH,TR,7389.1654,16.949,2.1972,-1.3478,-9517.7021,9517.7021
OM,UA,3709.0931,16.4879,0,-1.3459,12796.6299,12796.6299
PH,ZW,10740.1911,16.4873,0,-1.3453,1942.4746,1942.4746
US,BF,9552.2294,18.0057,7.2759,-1.343,56817.0566,56817.0566
BG,AZ,1858.3998,16.8186,1.6094,-1.3402,3473.8594,3473.8594
CO,GH,8098.7781,16.8564,1.7918,-1.3398,4292.1443,4292.1443
CH,IQ,3338.0839,17.146,3.1781,-1.3397,74203.05,74203.05
PA,SV,1060.4307,16.9406,2.1972,-1.3393,9456.6514,9456.6514
FR,SO,6216.1907,17.0259,2.6391,-1.3322,36420.7595,36420.7595
EC,SV,2100.8096,16.9749,2.3979,-1.3317,1745.3996,1745.3996
IT,MG,7608.7035,17.0759,2.8904,-1.3297,30125.9493,30125.9493
PL,NP,5877.462,17.2762,3.8501,-1.3295,11642.8846,11642.8846
VN,RW,8811.2881,16.4708,0,-1.3288,1482.8547,1482.8547
RU,BJ,9776.2052,16.614,0.69315,-1.3271,7958.9241,7958.9241
IT,BI,5327.7598,16.9276,2.1972,-1.3264,30241.5408,30241.5408
AE,AZ,1949.8681,16.9853,2.4849,-1.3239,33745.271,33745.271
IN,SV,15967.6647,17.3105,4.0431,-1.3235,-2514.1967,2514.1967
DE,BJ,4713.5536,17.5157,5.0304,-1.3223,41146.6182,41146.6182
JP,KE,10935.6866,17.7564,6.1821,-1.3223,37439.108,37439.108
FR,BJ,4105.3224,17.5803,5.3423,-1.3217,36065.5279,36065.5279
BG,YE,3733.3208,16.4622,0,-1.3201,6360.461,6360.461
MY,YE,5973.4092,16.9981,2.5649,-1.32,8512.2336,8512.2336
VN,CO,17924.2367,16.4573,0,-1.3153,-3619.9151,3619.9151
DK,PK,5404.9254,17.4505,4.7536,-1.315,51949.4713,51949.4713
TR,SL,5772.8973,16.686,1.0986,-1.3144,10291.5599,10291.5599
GR,ML,3455.2296,16.6004,0.69315,-1.3135,17323.4622,17323.4622
MT,IN,6436.0386,16.4523,0,-1.3102,23348.7827,23348.7827
US,TZ,13971.607,18.3372,9.0204,-1.3099,56587.5933,56587.5933
TW,BR,18724.7244,16.4504,0,-1.3083,13948.0515,13948.0515
RS,AZ,2224.6424,16.4489,0,-1.3069,1471.3576,1471.3576
KE,SN,5977.8364,16.8553,1.9459,-1.3065,497.286,497.286
AE,UG,3378.1806,17.333,4.2341,-1.306,37006.8987,37006.8987
HU,YE,4414.0574,16.4474,0,-1.3053,11674.5127,11674.5127
ID,BJ,12391.7854,16.7326,1.3863,-1.3008,2780.8545,2780.8545
ID,SN,14142.5036,16.8172,1.7918,-1.3007,2612.2211,2612.2211
TH,KG,3777.3424,17.195,3.6109,-1.2983,4830.8773,4830.8773
FR,CO,8604.823,17.5987,5.5491,-1.2969,31049.3629,31049.3629
CA,EG,9943.7691,17.3742,4.4886,-1.294,38643.4379,38643.4379
AE,VN,5792.781,17.0584,2.9957,-1.2903,35436.5172,35436.5172
CA,TR,8837.8266,17.4248,4.7536,-1.2892,31370.3187,31370.3187
US,NP,12733.4563,17.8718,6.8957,-1.2886,56737.2546,56737.2546
NL,CI,5056.2263,16.5739,0.69315,-1.287,43768.5828,43768.5828
AU,US,15184.4833,17.3363,4.3438,-1.2865,-7538.9676,7538.9676
UA,RW,5596.6928,16.6559,1.0986,-1.2843,1482.8924,1482.8924
EG,PE,12030.3301,16.8604,2.0794,-1.2837,-2531.16,2531.16
PL,MZ,8008.3142,16.6522,1.0986,-1.2805,11990.3477,11990.3477
AE,US,12569.0972,16.7578,1.6094,-1.2794,-19844.5796,19844.5796
ES,NP,7841.653,16.9016,2.3026,-1.2783,25798.9593,25798.9593
MX,UG,14400.9548,17.0548,3.0445,-1.2764,7585.9974,7585.9974
ID,GE,8484.7337,16.4175,0,-1.2754,-283.355,283.355
MX,CM,12158.3514,16.8223,1.9459,-1.2736,7168.6575,7168.6575
BE,CD,6286.3239,16.9339,2.4849,-1.2725,40651.652,40651.652
EC,PK,15349.5989,16.4134,0,-1.2714,4500.7912,4500.7912
IT,PH,10581.8565,17.8394,6.8384,-1.2681,27576.1963,27576.1963
TN,JO,2530.7997,16.639,1.0986,-1.2673,-399.2911,399.2911
AU,BR,15578.6136,16.8429,2.0794,-1.2663,41277.871,41277.871
MA,PE,8520.9294,16.5523,0.69315,-1.2654,-3213.2203,3213.2203
AM,LB,1067.6502,16.5507,0.69315,-1.2638,-4307.8526,4307.8526
MY,ZA,9202.8501,16.8402,2.0794,-1.2636,4228.9745,4228.9745
DE,PH,10317.5632,18.2005,8.601,-1.2608,38984.9866,38984.9866
GB,SN,4643.5283,17.6638,6.045,-1.2584,38941.3147,38941.3147
US,LK,15002.0066,17.2313,3.989,-1.2556,53631.3923,53631.3923
SK,ID,10383.4121,16.3918,0,-1.2497,12925.6928,12925.6928
JP,MG,11345.5971,17.0166,2.9957,-1.2485,38493.1489,38493.1489
AR,GT,6634.294,16.6201,1.0986,-1.2484,8302.4727,8302.4727
IL,KE,3469.7807,17.3537,4.6151,-1.2471,35837.2525,35837.2525
JP,UG,11340.4299,17.5283,5.451,-1.247,38279.1589,38279.1589
FR,LB,3146.2846,17.5191,5.4072,-1.2469,28940.9636,28940.9636
US,GH,9887.8763,18.3505,9.3873,-1.2465,55953.3261,55953.3261
BT,VN,2377.6725,16.3867,0,-1.2447,618.3099,618.3099
GR,VN,8726.6124,16.3867,0,-1.2447,15918.279,15918.279
MN,PH,4133.1503,16.723,1.6094,-1.2445,735.3798,735.3798
CA,NG,10656.6235,17.9003,7.2612,-1.2406,39979.9428,39979.9428
IR,CO,13161.7088,16.9311,2.6391,-1.2375,-848.0253,848.0253
TH,AZ,5791.1985,16.8135,2.0794,-1.2368,2030.977,2030.977
KW,CD,4612.8926,16.5233,0.69315,-1.2363,28530.8947,28530.8947
BG,ID,9939.3444,16.7515,1.7918,-1.235,3780.5009,3780.5009
TR,TG,4808.7301,17.0795,3.3673,-1.2337,10209.1477,10209.1477
RO,AM,1751.9212,16.7482,1.7918,-1.2317,5867.9785,5867.9785
AE,BR,12214.5074,16.3729,0,-1.2308,28972.259,28972.259
IT,CO,9409.1311,17.3212,4.5539,-1.2274,24721.6629,24721.6629
LT,IQ,2883.797,16.3688,0,-1.2267,10270.0796,10270.0796
IL,CM,3520.5433,16.5983,1.0986,-1.2266,36259.9635,36259.9635
NL,MD,1729.9094,16.8212,2.1972,-1.2199,43394.5785,43394.5785
HU,JO,2333.9497,16.6512,1.3863,-1.2194,8576.9099,8576.9099
CA,PK,10387.4224,17.9895,7.7903,-1.2193,40689.735,40689.735
DK,BR,9669.8952,16.3593,0,-1.2172,44767.7158,44767.7158
GB,AL,2335.6899,17.3595,4.7958,-1.2151,35752.4921,35752.4921
ES,CO,8037.7721,17.3702,4.852,-1.2141,20722.8865,20722.8865
SY,MG,6014.4297,16.3558,0,-1.2138,1299.0711,1299.0711
GH,PE,8413.9059,16.3539,0,-1.2119,-4532.189,4532.189
OM,CD,4680.5955,16.582,1.0986,-1.2103,14537.8526,14537.8526
RS,LB,1706.2955,16.4938,0.69315,-1.2069,-2565.7106,2565.7106
PL,MW,7392.8189,16.3462,0,-1.2041,12071.6222,12071.6222
DE,MW,7526.5616,17.0889,3.5553,-1.2038,41635.2637,41635.2637
CO,ML,7767.601,16.4904,0.69315,-1.2035,5025.0982,5025.0982
LK,TJ,3574.3341,16.4894,0.69315,-1.2025,3039.551,3039.551
TH,ZW,8761.2835,16.4889,0.69315,-1.202,4899.3161,4899.3161
VN,BF,11750.8991,16.3427,0,-1.2006,1535.9598,1535.9598
RU,DO,11081.5441,16.3426,0,-1.2005,2026.141,2026.141
NL,TH,9001.7204,16.4871,0.69315,-1.2002,39386.8666,39386.8666
US,CM,11082.9269,17.9372,7.6473,-1.1968,56434.1384,56434.1384
CO,CM,9574.2681,16.3365,0,-1.1944,4772.9566,4772.9566
LA,NG,10060.1968,16.3348,0,-1.1928,175.1677,175.1677
UA,TG,5254.0688,16.3333,0,-1.1912,1607.2663,1607.2663
ZA,TG,4954.5114,16.6676,1.6094,-1.1892,4695.1322,4695.1322
RS,UG,4871.0008,16.3284,0,-1.1863,4732.9853,4732.9853
GB,UG,6811.8359,17.8877,7.4697,-1.1845,39284.0796,39284.0796
CL,ID,15921.0248,16.7305,1.9459,-1.1818,10222.6312,10222.6312
EG,LA,7267.7596,16.3205,0,-1.1784,1161.3372,1161.3372
DE,MZ,8141.143,17.3979,5.1705,-1.1752,41553.9892,41553.9892
IT,CG,4692.7436,16.4621,0.69315,-1.1752,28999.0234,28999.0234
PL,AM,2375.2303,16.7948,2.3026,-1.1715,8766.265,8766.265
MM,JO,5966.245,16.458,0.69315,-1.1711,-2812.9199,2812.9199
HU,AZ,2374.392,16.6488,1.6094,-1.1703,8787.911,8787.911
FI,NG,6037.9458,17.1489,4.0073,-1.1694,40912.2623,40912.2623
IT,TG,3872.8636,17.2408,4.4543,-1.1678,29948.8065,29948.8065
LV,NG,5490.8273,16.3082,0,-1.1662,11940.0787,11940.0787
DE,ZM,7345.8933,17.0509,3.5553,-1.1658,40757.6707,40757.6707
CO,IQ,12268.7704,16.3025,0,-1.1604,1196.0046,1196.0046
SE,IQ,3502.9912,17.2175,4.382,-1.1596,46990.2682,46990.2682
MN,VN,3670.8999,16.8517,2.6391,-1.1581,1500.7614,1500.7614
IR,TG,6032.7835,16.6356,1.6094,-1.1572,4379.1183,4379.1183
TR,LA,6698.3546,16.2985,0,-1.1564,8434.4565,8434.4565
DK,IQ,3653.9358,16.5862,1.3863,-1.1544,48808.0636,48808.0636
CL,EC,3825.133,16.814,2.4849,-1.1527,7823.9419,7823.9419
ZA,SN,6410.3042,16.8585,2.7081,-1.1505,4315.5201,4315.5201
US,SN,8276.9132,18.1017,8.667,-1.1483,56508.7134,56508.7134
SA,TJ,2975.5087,17.2763,4.7185,-1.1481,19232.8043,19232.8043
GR,KE,4645.8953,16.9989,3.4012,-1.146,16648.6096,16648.6096
KR,KG,4574.8482,16.5164,1.0986,-1.1448,26461.77,26461.77
NL,CD,6436.6687,17.2919,4.8122,-1.1441,44850.2747,44850.2747
AF,ML,7268.4488,16.284,0,-1.1419,-218.7284,218.7284
ES,MW,7144.8245,16.6164,1.6094,-1.138,26227.697,26227.697
KZ,LB,3017.0636,16.2788,0,-1.1368,-403.9275,403.9275
UA,KH,7775.4533,16.278,0,-1.1359,915.8208,915.8208
BY,MX,10192.6885,16.2726,0,-1.1306,-3212.0516,3212.0516
TN,LB,2423.6991,16.2717,0,-1.1296,-4225.3583,4225.3583
FR,PH,11107.1764,17.8413,7.5121,-1.1292,33903.8964,33903.8964
GB,AZ,4059.371,17.4761,5.7746,-1.1272,36022.452,36022.452
AU,PK,9235.8721,17.8164,7.4091,-1.1259,48459.6266,48459.6266
PT,IQ,4637.1585,16.6982,2.0794,-1.1216,15203.7076,15203.7076
ES,AZ,4289.0698,17.0201,3.6376,-1.1178,22651.5554,22651.5554
VN,TL,3195.1639,16.2596,0,-1.1175,83.6903,83.6903
US,ML,8988.4649,18.0918,8.776,-1.1155,56686.28,56686.28
DK,BG,1886.5707,16.2559,0,-1.1139,46066.8685,46066.8685
ID,PE,18528.1799,17.0005,3.5835,-1.1095,-2475.3552,2475.3552
IT,RW,5174.3805,17.1104,4.1109,-1.1092,29824.4326,29824.4326
AZ,KG,2286.6632,16.2453,0,-1.1033,2799.9003,2799.9003
MY,KE,7132.7835,17.2069,4.6052,-1.1024,8047.2086,8047.2086
MY,MZ,7701.7443,16.534,1.3863,-1.1022,9120.4991,9120.4991
AF,RW,5616.4986,16.3876,0.69315,-1.1007,-141.0569,141.0569
KW,ID,7785.3838,16.6753,2.0794,-1.0987,25405.1051,25405.1051
TH,MN,3456.2855,16.675,2.0794,-1.0983,2221.4617,2221.4617
ES,MZ,7727.7272,16.9255,3.2958,-1.0947,26146.4225,26146.4225
ID,CG,10907.0723,16.2359,0,-1.0939,2042.0501,2042.0501
CZ,IL,2638.0263,16.3783,0.69315,-1.0914,-19026.0625,19026.0625
SI,PK,4950.3649,16.6054,1.7918,-1.0889,19836.3772,19836.3772
MW,PH,10066.5518,16.7304,2.3979,-1.0871,-2650.2771,2650.2771
RU,TG,9919.8877,16.2276,0,-1.0856,8169.9028,8169.9028
DE,CO,9245.7646,17.6667,6.8876,-1.0852,36130.4532,36130.4532
BE,MD,1770.4074,16.3697,0.69315,-1.0827,39195.9558,39195.9558
ES,ZM,6791.6617,16.6312,1.9459,-1.0825,25350.1039,25350.1039
PH,BF,13170.3033,16.2231,0,-1.081,2301.3414,2301.3414
ER,RW,2193.6726,16.2209,0,-1.0788,120.1644,120.1644
IL,NP,4728.4084,16.2206,0,-1.0786,36563.0797,36563.0797
TZ,SL,5430.1389,16.4502,1.0986,-1.0786,383.1444,383.1444
AU,MM,6646.8453,17.1787,4.6052,-1.0742,48652.8019,48652.8019
NI,NG,10198.9355,16.2131,0,-1.071,-26.6031,26.6031
AR,UA,13401.6312,16.2122,0,-1.0702,10263.4888,10263.4888
VE,SN,5759.1188,16.5012,1.3863,-1.0694,8299.9263,8299.9263
CZ,TZ,6523.3763,16.4396,1.0986,-1.068,17387.3559,17387.3559
AE,JO,1914.5758,16.9899,3.7377,-1.0667,33534.2699,33534.2699
AR,VN,17191.6059,16.4368,1.0986,-1.0651,10263.5266,10263.5266
MX,YE,14641.9256,16.6134,1.9459,-1.0647,7210.9715,7210.9715
BE,ID,11436.4722,16.9359,3.4965,-1.0631,37525.8624,37525.8624
AF,ZW,7165.3357,16.2044,0,-1.0624,-446.8186,446.8186
FR,MZ,7955.2224,17.2324,4.92,-1.0621,36472.899,36472.899
TW,UA,8048.7705,16.6099,1.9459,-1.0612,20412.272,20412.272
ES,MG,8409.052,16.6098,1.9459,-1.061,26127.1729,26127.1729
BG,UG,4648.7313,16.4317,1.0986,-1.0601,6735.487,6735.487
SL,UG,4941.4336,16.3466,0.69315,-1.0597,-119.2593,119.2593
RO,PH,9498.3259,16.932,3.4965,-1.0592,6523.0587,6523.0587
SA,SN,6295.4803,16.3453,0.69315,-1.0584,19070.5745,19070.5745
BR,AZ,11821.2628,16.4901,1.3863,-1.0583,4773.0121,4773.0121
HR,CD,5502.6509,16.1992,0,-1.0572,11646.1612,11646.1612
ER,CM,3110.8947,16.1986,0,-1.0566,-209.6487,209.6487
KR,KE,9996.5365,17.0284,3.9703,-1.0566,26083.4464,26083.4464
NL,TD,4248.2824,16.4276,1.0986,-1.056,44630.4843,44630.4843
AF,GH,7557.0824,16.6556,2.1972,-1.0543,-951.6823,951.6823
MM,RW,7638.9094,16.1951,0,-1.0531,572.182,572.182
CO,UG,11832.7339,16.4839,1.3863,-1.0521,5190.2965,5190.2965
RO,MZ,7262.6777,16.1923,0,-1.0503,9092.0613,9092.0613
JP,MZ,12336.1161,16.996,3.8501,-1.0493,38512.3984,38512.3984
AR,UG,10616.9249,16.5967,1.9459,-1.048,11833.9081,11833.9081
ES,TG,3569.7288,17.1378,4.5433,-1.0462,25950.0301,25950.0301
US,YE,13065.8889,17.7708,7.574,-1.0458,56476.4523,56476.4523
GB,JO,4150.6611,17.3997,5.8111,-1.0432,35811.4509,35811.4509
GH,PH,13285.8073,16.6195,2.0794,-1.0429,-1437.6109,1437.6109
JP,CO,14357.3166,17.2159,4.9558,-1.038,33088.8624,33088.8624
RU,AM,4636.0469,16.7932,2.9444,-1.0358,5142.2124,5142.2124
AT,AF,4626.7002,16.466,1.3863,-1.0343,43614.7365,43614.7365
GB,CO,8389.4154,17.6304,6.9651,-1.0327,34093.7831,34093.7831
ES,LK,8978.2769,16.3183,0.69315,-1.0314,22693.097,22693.097
SA,KG,3356.8705,16.6733,2.3979,-1.0301,18951.612,18951.612
IL,MM,6092.5115,16.3151,0.69315,-1.0282,36017.5946,36017.5946
TZ,PE,12057.7934,16.3124,0.69315,-1.0255,-5166.4563,5166.4563
GR,GH,4145.2661,16.6857,2.4849,-1.0244,16590.5083,16590.5083
KR,UG,10410.6153,16.7919,2.9957,-1.0237,26923.4973,26923.4973
US,BO,6823.1407,18.1406,9.4581,-1.0218,54361.831,54361.831
JP,IL,9084.3554,16.3921,1.0986,-1.0205,1601.8555,1601.8555
KE,MX,15007.194,17.1277,4.625,-1.019,-6745.9465,6745.9465
NO,NG,5714.3358,17.2102,5.0239,-1.0182,68634.4922,68634.4922
CZ,TD,3832.3668,16.1566,0,-1.0146,17602.254,17602.254
CA,TH,11611.6677,16.7351,2.7726,-1.0135,36250.0146,36250.0146
SZ,TZ,2270.1177,16.4885,1.6094,-1.0101,1895.9601,1895.9601
IT,ZW,6982.0902,16.8151,3.1781,-1.0088,29518.6709,29518.6709
LU,IN,7055.1976,16.5569,1.9459,-1.0082,101121.9336,101121.9336
BE,AF,5343.487,16.4383,1.3863,-1.0065,40534.3786,40534.3786
UY,PE,3263.0079,16.1455,0,-1.0034,9174.916,9174.916
JP,CM,12583.8873,16.7492,2.8904,-1.0031,37861.819,37861.819
NL,ID,11335.6172,17.3589,5.8141,-1.0017,41724.4851,41724.4851
DE,BI,6340.187,16.8902,3.5835,-0.99919,41650.3311,41650.3311
GB,KE,7202.3066,17.9316,8.5696,-0.99854,38444.0286,38444.0286
AT,ID,10774.6881,16.7948,3.1355,-0.99746,40606.2203,40606.2203
AR,ML,8788.4914,16.1394,0,-0.99738,11668.7097,11668.7097
BR,JO,10635.3338,16.6696,2.5649,-0.99152,4562.011,4562.011
JP,MW,12114.9957,16.5662,2.0794,-0.98957,38593.6729,38593.6729
KZ,KH,5280.7071,16.124,0,-0.982,6240.17,6240.17
IT,AM,2717.2539,16.9938,4.1897,-0.97612,26921.1161,26921.1161
KE,TJ,5499.2038,16.4544,1.6094,-0.97599,659.5159,659.5159
UA,PE,11962.8079,16.1173,0,-0.97527,-3859.922,3859.922
JP,KG,5414.2571,17.087,4.6444,-0.97431,37817.4316,37817.4316
ES,SL,3646.3362,17.0673,4.5539,-0.97347,26032.4423,26032.4423
DE,MG,8547.4593,17.1537,4.9767,-0.97154,41534.7397,41534.7397
SZ,NG,4661.3325,16.2576,0.69315,-0.97066,597.1687,597.1687
HU,TZ,6142.2217,16.487,1.7918,-0.97051,11785.6536,11785.6536
LK,MX,16493.0321,16.1122,0,-0.97016,-4365.9114,4365.9114
MY,UG,7743.7592,16.8871,3.7136,-0.96897,8887.2596,8887.2596
QA,ID,7330.0072,16.3403,1.0986,-0.96869,55760.5651,55760.5651
CZ,YE,4832.0594,16.3394,1.0986,-0.96778,17276.2149,17276.2149
MY,BR,16945.5968,16.9314,3.9318,-0.96758,852.6199,852.6199
NL,AF,5273.5492,16.8699,3.6376,-0.96757,44733.0013,44733.0013
AR,HT,6444.9901,16.2535,0.69315,-0.96663,11709.6214,11709.6214
IR,SL,7207.1119,16.2518,0.69315,-0.96491,4461.5305,4461.5305
GR,MX,10959.5897,16.2501,0.69315,-0.9632,9902.6631,9902.6631
IL,ZA,6964.7703,16.1031,0,-0.96105,32019.0183,32019.0183
NP,GH,9116.2192,16.1017,0,-0.95962,-783.9285,783.9285
OM,TZ,3856.6592,16.6208,2.4849,-0.95942,14103.1641,14103.1641
KR,MZ,11405.4342,16.2454,0.69315,-0.95845,27156.7368,27156.7368
MX,ZM,14679.5743,16.0999,0,-0.95787,7022.9183,7022.9183
PT,GH,3570.4771,16.9442,4.0431,-0.95716,18299.8472,18299.8472
VN,LB,7533.0653,16.0992,0,-0.95711,-5728.3144,5728.3144
TZ,TJ,6271.4965,16.3285,1.0986,-0.95684,83.3499,83.3499
MX,MW,15339.0357,16.0986,0,-0.95654,7900.5114,7900.5114
PT,SN,2835.0964,16.801,3.3673,-0.9552,18855.2345,18855.2345
TZ,LR,5119.3449,16.0962,0,-0.95415,423.8231,423.8231
QA,CD,4556.3081,16.0924,0,-0.95037,58886.3547,58886.3547
FR,GE,3267.333,16.9642,4.1744,-0.94975,33001.3184,33001.3184
MX,MZ,15648.1658,16.5246,2.0794,-0.94799,7819.2369,7819.2369
AR,HN,6411.0397,16.0899,0,-0.94782,10088.0592,10088.0592
CU,EG,10639.6443,16.0877,0,-0.94565,4087.7699,4087.7699
PL,CO,9843.075,16.7629,3.2581,-0.93993,6566.8117,6566.8117
SG,NP,3663.0542,16.3097,1.0986,-0.93803,52231.1817,52231.1817
TR,GT,11704.2454,16.0799,0,-0.93782,6640.8652,6640.8652
AR,SN,7794.1337,16.2246,0.69315,-0.93769,11491.1431,11491.1431
US,UG,13172.1491,18.1628,9.9705,-0.93687,56851.4783,56851.4783
GT,ID,16885.0523,16.536,2.1972,-0.9347,576.4492,576.4492
TH,BI,8097.3136,16.2182,0.69315,-0.93133,5622.186,5622.186
FR,ZM,7081.4697,16.9126,4.0254,-0.92923,35676.5804,35676.5804
VN,ML,11796.9551,16.2993,1.0986,-0.92764,1405.1832,1405.1832
KR,TJ,4921.6193,16.7322,3.1781,-0.92594,26742.9623,26742.9623
PE,SN,7177.5689,16.0674,0,-0.92531,5087.5763,5087.5763
UG,TJ,5745.966,16.2113,0.69315,-0.92434,-180.5351,180.5351
NO,PK,5525.2442,17.3156,5.989,-0.92184,69344.2845,69344.2845
OM,MM,4123.8376,16.4373,1.7918,-0.92076,13707.3403,13707.3403
EG,EC,11979.5343,16.2066,0.69315,-0.91967,-2454.494,2454.494
SZ,ZM,1535.7602,16.0613,0,-0.91928,1596.766,1596.766
UY,NG,8236.9264,16.0606,0,-0.91854,13042.5809,13042.5809
TN,PH,11173.3338,16.0602,0,-0.91813,737.5744,737.5744
PL,MG,8307.4212,16.4321,1.7918,-0.91556,11971.0982,11971.0982
RO,SN,5067.583,16.2858,1.0986,-0.91414,8516.0569,8516.0569
MX,PY,7076.4626,16.6563,2.8904,-0.91014,4121.1016,4121.1016
TW,IQ,7463.0283,16.5707,2.4849,-0.90928,17988.3993,17988.3993
TZ,KH,8026.1826,16.4254,1.7918,-0.90888,-390.7134,390.7134
PK,BO,15000.44,16.0507,0,-0.9087,-1636.7631,1636.7631
FR,BI,6151.7478,16.7388,3.2958,-0.90798,36569.2408,36569.2408
GR,GE,1845.529,16.2781,1.0986,-0.90646,14250.3194,14250.3194
SI,US,8466.6369,16.0463,0,-0.9043,-36162.217,36162.217
HU,CI,5005.9989,16.0438,0,-0.90171,11138.6503,11138.6503
BG,GE,1462.5228,16.3327,1.3863,-0.90095,3497.1459,3497.1459
